,incident_month,incident_week,incident_weekday,weekend,part_of_the_day,incident_district,incident_division,precip,visibility,heatindex,season,male_population,female_population,total_population,gender_ration,average_household_size,density_per_kmsq,literacy_rate,religious_institution,playground,park,police_station,school,college,crime
804,6,23,thursdy,0,morning,dhaka,dhaka,15.4,9,40,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
805,1,3,tuesday,0,night,dhaka,dhaka,,10,21,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
806,5,21,wdnesday,0,night,dhaka,dhaka,8.8,9,38,hot,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
807,5,18,thursday,0,night,dhaka,dhaka,0.0,10,38,hot,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
808,8,32,saturday,1,night,dhaka,dhaka,8.1,9,37,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
809,10,41,saturday,1,morning,dhaka,dhaka,0.3,10,31,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
810,7,30,friday,1,night,dhaka,dhaka,3.5,10,38,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
811,3,12,tuesday,0,,dhaka,dhaka,,10,29,,738764,647146,1385910,114,3.77,4948,,1118,78,3,6,42,10,bodyfound
812,10,42,tuesday,0,evening,dhaka,dhaka,,10,40,,738764,647146,1385910,114,3.77,4948,,1118,78,3,6,42,10,bodyfound
813,10,40,wednesday,0,morning,dhaka,dhaka,1.5,10,37,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
814,5,17,sunday,0,night,dhaka,dhaka,15.3,9,37,hot,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
815,10,43,thursday,0,morning,dhaka,dhaka,17.8,8,23,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
816,10,41,thursdaay,0,morning,dhaka,dhaka,1.6,9,34,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
817,3,10,sunday,0,morning,dhaka,dhaka,0.0,10,23,hot,738764,647146,1385910,114,3.77,4948,68.0,-32,78,3,6,42,10,bodyfound
818,11,45,tuesday,0,night,dhaka,dhaka,0.0,10,29,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
819,11,47,saturlay,1,night,dhaka,dhaka,0.1,10,27,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
820,10,42,sundiy,0,evening,dhaka,dhaka,0.0,10,33,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
821,10,42,friday,1,evening,dhaka,dhaka,0.0,10,32,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
822,10,42,wednsday,0,night,dhaka,dhaka,0.2,10,37,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
823,3,13,thursday,0,morning,dhaka,dhaka,0.8,10,31,hot,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
824,3,9,fridak,1,morning,dhaka,dhaka,0.0,10,29,hot,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
825,9,36,friday,1,morning,dhaka,dhaka,1.3,9,34,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
826,9,39,monday,0,morning,dhaka,dhaka,7.1,10,33,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
827,10,41,thursday,0,night,dhaka,dhaka,0.0,10,36,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
828,9,37,thursday,0,morning,dhaka,dhaka,,9,34,,738764,647146,1385910,114,3.77,4948,,1118,78,3,6,42,10,bodyfound
829,5,21,sunday,0,night,dhaka,dhaka,0.0,10,39,hot,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
830,8,35,thursday,0,night,dhaka,dhaka,0.9,10,36,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
831,6,26,saturday,1,night,dhaka,dhaka,1.9,10,36,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
832,6,26,saturday,1,night,dhaka,dhaka,1.9,10,36,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
833,10,42,monday,0,morning,dhaka,dhaka,,10,32,,738764,647146,1385910,114,3.77,4948,,1118,78,3,6,42,10,bodyfound
834,9,37,saturday,1,morning,dhaka,dhaka,2.2,10,38,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
835,10,42,saturday,1,morning,dhaka,dhaka,1.1,10,31,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
836,10,43,monday,0,morning,dhaka,dhaka,0.0,10,34,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
837,10,43,saturhay,1,morning,dhaka,dhaka,0.2,10,34,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
838,11,45,mondjay,0,morning,dhaka,dhaka,1.5,9,27,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
839,12,52,friday,1,night,dhaka,dhaka,0.0,10,21,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
840,11,45,friday,1,night,dhaka,dhaka,0.1,10,30,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
841,12,50,sunday,0,night,dhaka,dhaka,0.0,10,27,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
842,11,48,monday,0,morning,dhaka,dhaka,,10,29,,738764,647146,1385910,114,3.77,4948,,1118,78,3,6,42,10,bodyfound
843,8,33,saturday,1,night,dhaka,dhaka,2.2,10,36,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
844,6,25,thusrday,0,night,dhaka,dhaka,2.6,10,38,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
845,7,27,wednesday,0,night,dhaka,dhaka,0.2,10,35,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
846,8,33,sunday,0,night,dhaka,dhaka,3.2,10,36,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
847,7,27,sunday,0,night,dhaka,dhaka,5.8,10,38,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
848,5,19,friday,1,night,dhaka,dhaka,2.4,9,37,hot,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
849,6,25,wedneuday,0,noon,dhaka,dhaka,0.6,10,42,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
850,5,20,friday,1,night,dhaka,dhaka,27.7,9,39,hot,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
851,5,20,monda,0,night,dhaka,dhaka,2.1,9,38,hot,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
852,5,18,friday,1,morning,dhaka,dhaka,5.3,10,34,hot,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
853,4,17,thursday,0,night,dhaka,dhaka,6.5,9,34,hot,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
854,8,32,thursday,0,night,dhaka,dhaka,4.2,10,37,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
855,5,20,friday,1,night,dhaka,dhaka,27.7,9,39,hot,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,bodyfound
856,5,19,wednesday,0,morning,dhaka,dhaka,0.0,10,37,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
857,11,44,sunday,0,noon,dhaka,dhaka,1.5,10,28,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
858,7,28,monday,0,night,dhaka,dhaka,7.4,9,38,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
859,11,45,tuesday,0,morning,dhaka,dhaka,0.0,10,34,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
860,6,25,sunday,0,night,dhaka,dhaka,0.5,10,36,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
861,2,6,wednesday,0,night,dhaka,dhaka,0.0,10,26,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
862,6,26,monday,0,night,dhaka,dhaka,0.2,10,36,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
863,3,10,monday,0,morning,dhaka,dhaka,0.0,10,29,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
864,8,35,sunday,0,morning,dhaka,dhaka,,9,33,,4931802,3974237,8906039,125,8.42,30551,,4289,99,17,60,242,64,bodyfound
865,4,15,sunday,0,noon,dhaka,dhaka,2.0,10,34,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
866,2,9,friday,1,afternoon,dhaka,dhaka,0.5,9,23,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
867,4,14,sunday,0,morning,dhaka,dhaka,0.0,10,38,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
868,12,50,thursday,0,morning,dhaka,dhaka,0.0,10,22,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
869,1,3,thursday,0,morning,dhaka,dhaka,0.0,10,26,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
870,8,32,aturday,1,morning,dhaka,dhaka,1.3,10,36,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
871,12,50,sunday,0,morning,dhaka,dhaka,0.0,10,27,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
872,2,5,saturday,1,noon,dhaka,dhaka,0.0,10,26,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
873,7,31,monday,0,night,dhaka,dhaka,26.6,8,28,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
874,11,46,thursdy,0,morning,dhaka,dhaka,0.0,10,29,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
875,3,13,monday,0,afternoon,dhaka,dhaka,0.0,10,32,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
876,5,18,wednesday,0,morning,dhaka,dhaka,6.7,10,37,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
877,4,14,sunday,0,noon,dhaka,dhaka,2.2,10,37,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
878,4,17,friday,1,morning,dhaka,dhaka,0.1,10,37,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
879,3,12,mopnday,0,morning,dhaka,dhaka,0.1,10,29,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
880,12,51,friday,1,morning,dhaka,dhaka,0.0,10,24,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
881,6,22,friday,1,morning,dhaka,dhaka,0.1,10,37,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
882,12,52,monday,0,night,dhaka,dhaka,0.0,10,26,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
883,5,19,saturday,1,morning,dhaka,dhaka,3.8,10,39,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
884,1,1,tuesday,0,night,dhaka,dhaka,0.0,10,26,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
885,2,8,monday,0,morning,dhaka,dhaka,0.0,10,30,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
886,3,10,tuesday,0,morning,dhaka,dhaka,0.0,10,31,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,bodyfound
887,7,26,sunday,0,morning,dhaka,dhaka,12.1,9,36,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
888,4,15,sunday,0,noon,dhaka,dhaka,0.6,10,35,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
889,5,18,friday,1,night,dhaka,dhaka,8.5,10,34,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
890,12,48,thursday,0,night,dhaka,dhaka,0.0,10,31,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
891,5,20,monday,0,night,dhaka,dhaka,4.3,10,38,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
892,5,18,saturday,1,night,dhaka,dhaka,10.2,9,36,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
893,7,27,friday,1,night,dhaka,dhaka,7.9,9,38,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
894,9,38,tuesday,0,evening,dhaka,dhaka,3.8,10,36,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
895,5,19,sunday,0,night,dhaka,dhaka,26.5,8,37,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
896,12,50,wednesday,0,night,dhaka,dhaka,0.1,10,25,winter,4931802,3974237,8906039,125,8.42,30551,74.6,-97,99,17,60,242,64,kidnap
897,12,51,saturdsay,1,night,dhaka,dhaka,0.0,10,24,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
898,3,10,thursday,0,morning,dhaka,dhaka,1.5,10,26,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
899,7,28,wednesday,0,morning,dhaka,dhaka,8.0,10,38,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
900,7,30,sunday,0,morning,dhaka,dhaka,6.2,9,31,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
901,3,10,sunwday,0,morning,dhaka,dhaka,0.0,10,29,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
902,7,30,thursday,0,morning,dhaka,dhaka,11.4,9,35,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
903,3,10,friday,1,morning,dhaka,dhaka,0.0,10,30,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
904,11,44,friday,1,night,dhaka,dhaka,0.0,10,32,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
905,8,33,tuesday,0,morning,dhaka,dhaka,7.2,10,38,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
906,10,41,saturday,1,night,dhaka,dhaka,0.5,10,31,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
907,5,21,thurgsday,0,morning,dhaka,dhaka,3.7,9,41,hot,207078,205340,412418,101,4.29,1342,50.8,706,0,2,2,23,1,kidnap
908,10,40,monday,0,night,dhaka,dhaka,0.2,10,38,rainy,207078,205340,412418,101,4.29,1342,50.8,706,0,2,2,23,1,kidnap
909,7,30,saturday,1,night,dhaka,dhaka,13.6,9,39,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
910,3,12,sundaay,0,night,dhaka,dhaka,2.6,10,31,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
911,2,8,sunday,0,morning,dhaka,dhaka,0.0,10,26,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
912,2,5,friday,1,morning,dhaka,dhaka,0.0,10,25,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
913,11,48,monday,0,night,dhaka,dhaka,0.0,10,29,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
914,8,34,sunday,0,evening,dhaka,dhaka,56.0,6,35,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
915,5,22,monday,0,night,dhaka,dhaka,24.3,8,39,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
916,12,52,tuesday,0,morning,dhaka,dhaka,0.0,10,27,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
917,5,22,wednesday,0,night,dhaka,dhaka,2.7,10,38,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
918,6,25,tuesday,0,noon,dhaka,dhaka,1.7,10,36,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
919,1,3,saturday,1,afternoon,dhaka,dhaka,0.0,10,25,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
920,1,1,saturday,1,morning,dhaka,dhaka,0.0,10,24,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
921,1,1,saturday,1,morning,dhaka,dhaka,0.0,10,24,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
922,9,38,tuesday,0,evening,dhaka,dhaka,3.8,10,36,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
923,7,26,sunday,0,evening,dhaka,dhaka,12.1,9,36,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
924,4,13,sunday,0,evening,dhaka,dhaka,3.7,10,33,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
925,2,7,saturday,1,morning,dhaka,dhaka,0.0,10,25,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
926,11,48,friday,1,noon,dhaka,dhaka,0.0,10,28,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
927,10,41,sunday,0,morning,dhaka,dhaka,6.3,10,37,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
928,5,21,saturday,1,morning,dhaka,dhaka,8.0,9,41,hot,421809,372551,794360,113,4.42,4760,58.5,827,8,0,4,34,6,kidnap
929,4,18,monday,0,morning,dhaka,dhaka,36.5,8,33,hot,421809,372551,794360,113,4.42,4760,58.5,827,8,0,4,34,6,kidnap
930,1,4,friday,1,noon,dhaka,dhaka,0.0,10,23,winter,421809,372551,794360,113,4.42,4760,58.5,827,8,0,4,34,6,kidnap
931,8,34,monday,0,noon,dhaka,dhaka,1.1,10,37,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
932,11,45,tuesday,0,night,dhaka,dhaka,,10,34,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
933,8,33,thursday,0,night,dhaka,dhaka,6.2,10,37,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
934,6,24,tuesdray,0,evening,dhaka,dhaka,9.2,9,39,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
935,4,16,monday,0,night,dhaka,dhaka,2.1,10,35,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
936,1,3,sunday,0,morning,dhaka,dhaka,0.0,10,25,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
937,9,36,friday,1,noon,dhaka,dhaka,0.7,10,34,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
938,9,37,tuesday,0,morning,dhaka,dhaka,19.9,8,36,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
939,8,33,monday,0,afternoon,dhaka,dhaka,4.3,10,36,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
940,2,8,wednesday,0,night,dhaka,dhaka,2.0,10,28,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
941,7,27,sunday,0,noon,dhaka,dhaka,2.0,10,37,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
942,7,28,thurmday,0,night,dhaka,dhaka,11.4,9,38,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
943,3,10,sunday,0,morning,dhaka,dhaka,0.0,10,26,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
944,8,34,thursday,0,evening,dhaka,dhaka,25.4,8,38,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
945,7,28,wednesday,0,morning,dhaka,dhaka,50.6,6,34,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
946,10,41,tuesday,0,night,dhaka,dhaka,0.0,10,35,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
947,10,41,thursday,0,night,dhaka,dhaka,0.8,10,37,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
948,7,30,friday,1,noon,dhaka,dhaka,7.9,9,36,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
949,10,40,sunday,0,evening,dhaka,dhaka,4.4,10,35,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
950,9,39,thursday,0,night,dhaka,dhaka,1.4,10,37,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
951,7,29,sunday,0,night,dhaka,dhaka,17.0,9,34,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
952,8,34,sunday,0,night,dhaka,dhaka,56.0,6,35,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
953,1,1,sunday,0,night,dhaka,dhaka,0.0,10,24,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
954,11,46,tuesday,0,night,dhaka,dhaka,0.0,10,31,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
955,10,44,wfednesday,0,night,dhaka,dhaka,0.0,10,31,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
956,7,28,saturday,1,night,dhaka,dhaka,0.2,10,37,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
957,11,45,tuesday,0,,dhaka,dhaka,,10,34,,738764,647146,1385910,114,3.77,4948,,1118,78,3,6,42,10,kidnap
958,9,38,thursday,0,night,dhaka,dhaka,0.8,8,36,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
959,6,27,monday,0,evening,dhaka,dhaka,4.5,10,35,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
960,6,27,tuesday,0,evening,dhaka,dhaka,,10,35,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
961,8,35,thursday,0,night,dhaka,dhaka,1.7,10,36,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
962,7,27,wednesday,0,morning,dhaka,dhaka,6.0,9,35,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
963,9,37,monday,0,evening,dhaka,dhaka,1.4,10,39,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
964,9,36,friday,1,night,dhaka,dhaka,0.1,10,35,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
965,12,50,friday,1,night,dhaka,dhaka,0.0,10,27,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
966,10,42,thursday,0,morning,dhaka,dhaka,1.7,10,30,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
967,10,42,friday,1,morning,dhaka,dhaka,4.9,9,31,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
968,2,8,fridya,1,morning,dhaka,dhaka,0.0,10,27,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
969,4,15,saturday,1,night,dhaka,dhaka,1.2,10,35,hot,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
970,5,19,tuesday,0,night,dhaka,dhaka,0.0,10,38,hot,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
971,12,50,friday,1,night,dhaka,dhaka,0.0,10,27,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
972,12,50,friday,1,night,dhaka,dhaka,0.0,10,27,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
973,12,50,friday,1,night,dhaka,dhaka,0.0,10,27,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
974,1,4,saturday,1,evening,dhaka,dhaka,0.0,10,23,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,kidnap
975,10,41,saturday,1,night,dhaka,dhaka,0.5,10,31,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
976,1,53,friday,1,morning,dhaka,dhaka,0.0,10,26,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
977,12,1,monday,0,morning,dhaka,dhaka,0.0,10,23,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
978,8,34,saturday,1,night,gazipur,gazipur,5.2,10,36,rainy,976683,843691,1820374,116,3.99,3977,60.6,854,1,15,2,100,8,kidnap
979,10,40,monday,0,night,gazipur,gazipur,3.7,10,36,rainy,976683,843691,1820374,116,3.99,3977,60.6,854,1,15,2,100,8,kidnap
980,4,17,monday,0,night,dhaka,dhaka,13.1,9,35,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,kidnap
