,incident_month,incident_week,incident_weekday,weekend,part_of_the_day,incident_district,incident_division,precip,visibility,heatindex,season,male_population,female_population,total_population,gender_ration,average_household_size,density_per_kmsq,literacy_rate,religious_institution,playground,park,police_station,school,college,crime
5392,1,2,wednesday,0,night,patuakhali,barisal,0.0,10,25,winter,120514,117317,237831,103,4.1,484,52.0,464,104,1,3,33,6,bodyfound
5393,1,2,saturday,1,night,chapainawabganj,rajshahi,0.0,10,22,winter,254629,275963,530592,92,4.68,1174,46.3,1518,2,2,2,67,12,bodyfound
5394,12,51,wednesday,0,night,gazipur,dhaka,0.0,10,22,winter,976683,843691,1820374,116,3.99,3977,60.6,854,1,15,2,100,8,bodyfound
5395,12,52,tuesday,0,night,sirajganj,rajshahi,0.0,10,22,winter,179877,172958,352835,104,4.72,2221,45.7,608,0,0,1,28,6,bodyfound
5396,1,2,monday,0,,panchagarh,rangpur,,10,15,,136850,134857,271707,101,4.49,783,,549,1,1,2,64,4,bodyfound
5397,5,21,sunday,0,night,chapainawabganj,rajshahi,,9,41,hot,254629,275963,530592,92,4.68,1174,46.3,1518,2,2,2,67,12,bodyfound
5398,7,28,thursday,0,morning,thakurgaon,rangpur,30.8,7,37,rainy,293551,287676,581227,102,4.33,887,53.3,1502,91,2,2,154,12,bodyfound
5399,7,30,thursdnay,0,night,narayanganj,dhaka,9.6,10,36,rainy,204105,196253,400358,104,4.43,2332,54.6,496,5,1,2,28,4,bodyfound
5400,1,3,sunday,0,morning,nilphamari,rangpur,0.0,10,23,winter,134737,131724,265461,102,4.51,2174,54.6,423,108,0,3,28,6,bodyfound
5401,11,47,saturday,1,morning,habiganj,sylhet,0.0,10,26,winter,169720,175459,345179,97,5.58,785,41.0,547,7,0,3,18,2,bodyfound
5402,3,12,saturday,1,morning,habiganj,sylhet,0.0,10,27,hot,169720,175459,345179,97,5.58,785,41.0,547,7,0,3,18,2,bodyfound
5403,12,50,saturday,1,night,habiganj,sylhet,0.0,10,22,winter,169720,175459,345179,97,5.58,785,41.0,547,7,0,3,18,2,bodyfound
5404,5,19,saturday,1,morning,brahmanbaria,chattogram,3.4,9,37,hot,150544,158467,309011,95,5.23,1050,43.6,822,25,0,3,39,5,bodyfound
5405,5,19,saturday,1,morning,brahmanbaria,chattogram,3.4,9,37,hot,150544,158467,309011,95,5.23,1050,34.9,416,10,0,2,13,2,bodyfound
5406,5,18,tuesday,0,night,brahmanbaria,chattogram,0.7,10,32,hot,150544,158467,309011,95,5.23,1050,43.6,822,25,0,3,39,5,bodyfound
5407,5,18,tuesday,0,night,brahmanbaria,chattogram,0.7,10,32,hot,150544,158467,309011,95,5.23,1050,34.9,416,10,0,2,13,2,bodyfound
5408,8,34,tuesday,0,morning,chapainawabganj,rajshahi,0.8,10,38,rainy,72895,73732,146627,99,4.45,517,45.5,617,1,1,1,34,9,bodyfound
5409,1,2,tuesday,0,afternoon,chapainawabganj,rajshahi,0.0,10,19,winter,72895,73732,146627,99,4.45,517,45.5,617,1,1,1,34,9,bodyfound
5410,1,5,wednesduy,0,night,chapainawabganj,rajshahi,,10,22,,72895,73732,146627,99,4.45,517,,617,1,1,1,34,9,bodyfound
5411,8,31,wednesday,0,evening,faridpur,dhaka,3.6,10,37,rainy,98290,99608,197898,99,4.59,1030,46.8,749,40,0,1,19,1,bodyfound
5412,7,27,wednesday,0,morning,faridpur,dhaka,14.1,9,38,rainy,98290,99608,197898,99,4.59,1030,46.8,749,40,0,1,19,1,bodyfound
5413,4,14,wednesday,0,morning,faridpur,dhaka,,10,31,,98290,99608,197898,99,4.59,1030,,749,40,0,1,19,1,bodyfound
5414,3,10,sunday,0,morning,tangail,dhaka,,10,29,hot,136465,151627,288092,90,4.33,1097,42.7,616,4,0,1,40,4,bodyfound
5415,8,31,sunday,0,morning,tangail,dhaka,7.0,9,38,rainy,136465,151627,288092,90,4.33,1097,42.7,616,4,0,1,40,4,bodyfound
5416,9,39,thursday,0,morning,kurigram,rangpur,11.3,10,29,rainy,154500,157908,312408,96,4.18,944,38.7,750,1,0,1,72,10,bodyfound
5417,2,6,saturday,1,noon,bandarban,chattogram,0.0,10,27,winter,31347,30441,61788,103,5.03,133,31.3,129,2,0,1,4,1,bodyfound
5418,8,33,wednesday,0,morning,jhalakathi,barisal,8.2,10,37,rainy,92695,101861,194556,91,4.48,836,67.2,1175,218,0,3,47,7,bodyfound
5419,5,21,thursday,0,evening,sherpur,mymensingh,15.5,8,34,hot,124649,126712,251361,98,3.87,767,39.0,378,13,1,1,25,2,bodyfound
5420,8,32,friday,1,morning,sherpur,mymensingh,,9,37,rainy,124649,126712,251361,98,3.87,767,39.0,378,13,1,1,25,2,bodyfound
5421,8,33,wednesday,0,morning,mymensingh,mymensingh,4.3,9,36,rainy,198298,204429,402727,97,4.59,1234,40.4,730,37,0,2,35,5,bodyfound
5422,7,27,friday,1,morning,mymensingh,mymensingh,41.8,7,37,rainy,198298,204429,402727,97,4.59,1234,40.4,730,37,0,2,35,5,bodyfound
5423,8,32,tuesduy,0,afternoon,comilla,chattogram,12.5,9,33,rainy,171832,202155,373987,85,5.11,1655,51.2,857,46,0,1,44,7,bodyfound
5424,12,52,sunday,0,afternoon,narail,khulna,0.0,10,19,winter,135058,137814,272872,98,4.3,715,65.5,1123,196,0,5,60,13,bodyfound
5425,10,43,saturday,1,night,narayanganj,dhaka,0.0,10,30,rainy,690299,633301,1323600,109,4.2,13183,62.7,1365,3,0,7,62,6,bodyfound
5426,4,13,staurday,1,evening,narayanganj,dhaka,4.2,10,31,hot,690299,633301,1323600,109,4.2,13183,62.7,1365,3,0,7,62,6,bodyfound
5427,1,4,sunady,0,morning,narayanganj,dhaka,0.0,10,26,winter,690299,633301,1323600,109,4.2,13183,62.7,1365,3,0,7,62,6,bodyfound
5428,1,4,friday,1,noon,narayanganj,dhaka,0.0,10,23,winter,690299,633301,1323600,109,4.2,13183,62.7,1365,3,0,7,62,6,bodyfound
5429,12,51,friday,1,afternoon,narayanganj,dhaka,0.0,10,23,winter,690299,633301,1323600,109,4.2,13183,62.7,1365,3,0,7,62,6,bodyfound
5430,5,19,fridy,1,noon,narayanganj,dhaka,9.7,9,38,hot,690299,633301,1323600,109,4.2,13183,62.7,1365,3,0,7,62,6,bodyfound
5431,12,52,monday,0,night,narayanganj,dhaka,0.0,10,26,winter,690299,633301,1323600,109,4.2,13183,62.7,1365,3,0,7,62,6,bodyfound
5432,5,20,thursday,0,morning,narayanganj,dhaka,4.5,10,39,hot,690299,633301,1323600,109,4.2,13183,62.7,1365,3,0,7,62,6,bodyfound
5433,7,28,sunday,0,morning,narayanganj,dhaka,2.3,9,37,rainy,690299,633301,1323600,109,4.2,13183,62.7,1365,3,0,7,62,6,bodyfound
5434,3,10,friday,1,night,narayanganj,dhaka,0.0,10,29,hot,690299,633301,1323600,109,4.2,13183,62.7,1365,3,0,7,62,6,bodyfound
5435,12,51,sunday,0,noon,narayanganj,dhaka,0.0,10,27,winter,690299,633301,1323600,109,4.2,13183,62.7,1365,3,0,7,62,6,bodyfound
5436,12,50,friday,1,night,narayanganj,dhaka,,10,24,winter,690299,633301,1323600,109,4.2,13183,62.7,1365,3,0,7,62,6,bodyfound
5437,5,22,thursday,0,night,narsingdi,dhaka,19.8,9,37,hot,363811,343714,707525,106,4.68,3315,50.9,741,6,3,5,37,12,bodyfound
5438,1,1,tuesday,0,night,brahmanbaria,chattogram,,10,21,winter,150544,158467,309011,95,5.23,1050,43.6,822,25,0,3,39,5,bodyfound
5439,1,1,tuesday,0,night,brahmanbaria,chattogram,0.0,10,21,winter,150544,158467,309011,95,5.23,1050,34.9,416,10,0,2,13,2,bodyfound
5440,12,51,tuesday,0,morning,natore,rajshahi,,10,25,,222312,220110,442422,101,3.98,1103,,2949,2,2,5,60,4,bodyfound
5441,1,3,friday,1,morning,natore,rajshahi,0.0,10,20,winter,222312,220110,442422,101,3.98,1103,55.6,2949,2,2,5,60,4,bodyfound
5442,7,28,saturday,1,morning,dinajpur,rangpur,10.6,10,34,rainy,114763,114574,229337,100,3.95,729,42.8,599,92,1,2,68,7,bodyfound
5443,5,20,saturday,1,morning,dinajpur,rangpur,1.3,10,39,hot,114763,114574,229337,100,3.95,729,42.8,599,92,1,2,68,7,bodyfound
5444,1,1,thursday,0,night,pirojpur,barisal,0.0,10,24,winter,89711,90697,180408,99,4.43,789,59.3,1187,70,0,3,43,8,bodyfound
5445,2,7,tuesday,0,morning,pirojpur,barisal,,10,27,,103820,107212,211032,97,4.3,1053,,524,53,0,3,69,9,bodyfound
5446,11,46,tuesday,0,morning,pirojpur,barisal,0.0,10,24,winter,103820,107212,211032,97,4.3,1053,68.6,524,53,0,3,69,9,bodyfound
5447,2,5,thursdady,0,morning,netrokona,mymensingh,0.0,10,23,winter,187026,185759,372785,101,4.54,1091,46.0,767,28,1,5,44,4,bodyfound
5448,10,43,monday,0,morning,netrokona,mymensingh,0.0,10,32,rainy,187026,185759,372785,101,4.54,1091,46.0,767,28,1,5,44,4,bodyfound
5449,2,8,monday,0,evening,netrokona,mymensingh,0.8,10,25,winter,187026,185759,372785,101,4.54,1091,46.0,767,28,1,5,44,4,bodyfound
5450,3,10,tuesday,0,morning,nilphamari,rangpur,0.0,10,25,hot,219080,216082,435165,101,4.46,1166,45.7,867,1,1,2,96,6,bodyfound
5451,10,40,monday,0,morning,nilphamari,rangpur,17.9,9,30,rainy,219080,216082,435165,101,4.46,1166,45.7,867,1,1,2,96,6,bodyfound
5452,2,6,wednesday,0,morning,noakhali,chattogram,,10,25,winter,253430,272504,525934,93,5.17,1565,51.7,565,73,0,2,43,6,bodyfound
5453,7,28,thursday,0,morning,noakhali,chattogram,1.5,10,35,rainy,253430,272504,525934,93,5.17,1565,51.7,565,73,0,2,43,6,bodyfound
5454,10,42,thursday,0,morning,sherpur,mymensingh,,10,34,,92895,96790,189685,96,4.0,1091,,430,44,0,2,22,3,bodyfound
5455,11,47,thursday,0,night,rajshahi,rajshahi,0.0,10,28,winter,159452,154744,314196,103,4.08,924,50.3,713,0,0,2,54,12,bodyfound
5456,12,50,saturday,1,,rajshahi,rajshahi,,10,24,,159452,154744,314196,103,4.08,924,,713,0,0,2,54,12,bodyfound
5457,4,13,friday,1,morning,pabna,rajshahi,6.5,9,31,hot,296927,293987,590914,101,4.21,1345,51.4,1107,0,2,2,52,12,bodyfound
5458,5,18,tuesday,0,morning,pabna,rajshahi,3.1,10,36,hot,296927,293987,590914,101,4.21,1345,51.4,1107,0,2,2,52,12,bodyfound
5459,12,1,wednesday,0,night,pabna,rajshahi,0.0,10,23,winter,296927,293987,590914,101,4.21,1345,51.4,1107,0,2,2,52,12,bodyfound
5460,7,29,saturday,1,night,pabna,rajshahi,8.5,9,36,rainy,296927,293987,590914,101,4.21,1345,51.4,1107,0,2,2,52,12,bodyfound
5461,11,48,thursday,0,night,pabna,rajshahi,0.0,10,27,winter,296927,293987,590914,101,4.21,1345,51.4,1107,0,2,2,52,12,bodyfound
5462,10,42,tuesday,0,afternoon,pabna,rajshahi,21.1,8,32,rainy,296927,293987,590914,101,4.21,1345,51.4,1107,0,2,2,52,12,bodyfound
5463,12,50,wednesday,0,night,pabna,rajshahi,0.0,10,25,winter,296927,293987,590914,101,4.21,1345,51.4,1107,0,2,2,52,12,bodyfound
5464,1,5,thursday,0,night,pabna,rajshahi,0.0,10,21,winter,296927,293987,590914,101,4.21,1345,51.4,1107,0,2,2,52,12,bodyfound
5465,7,29,wednesday,0,morning,kishoreganj,dhaka,14.0,9,39,rainy,120548,129512,250060,93,4.34,1385,51.8,403,15,0,2,37,5,bodyfound
5466,3,12,friday,1,morning,kishoreganj,dhaka,0.0,10,31,hot,120548,129512,250060,93,4.34,1385,51.8,403,15,0,2,37,5,bodyfound
5467,3,10,monday,0,evening,panchagarh,rangpur,0.0,10,22,hot,136850,134857,271707,101,4.49,783,53.2,549,1,1,2,64,4,bodyfound
5468,9,38,tuesday,0,afternoon,panchagarh,rangpur,13.8,9,35,rainy,136850,134857,271707,101,4.49,783,53.2,549,1,1,2,64,4,bodyfound
5469,11,45,tuesday,0,evening,panchagarh,rangpur,0.8,10,23,winter,136850,134857,271707,101,4.49,783,53.2,549,1,1,2,64,4,bodyfound
5470,2,6,thursday,0,evening,panchagarh,rangpur,0.0,10,22,winter,136850,134857,271707,101,4.49,783,53.2,549,1,1,2,64,4,bodyfound
5471,7,29,friday,1,night,panchagarh,rangpur,35.7,8,34,rainy,136850,134857,271707,101,4.49,783,53.2,549,1,1,2,64,4,bodyfound
5472,10,43,tuesday,0,morning,khagrachhari,chattogram,0.0,8,32,rainy,31407,30791,62198,102,4.36,186,42.3,98,5,0,1,5,1,bodyfound
5473,4,15,thursday,0,morning,joypurhat,rajshahi,9.7,9,32,hot,118781,116787,235568,102,3.83,756,54.6,691,1,0,1,48,5,bodyfound
5474,7,28,thursdhy,0,,joypurhat,rajshahi,,10,38,,118781,116787,235568,102,3.83,756,,691,1,0,1,48,5,bodyfound
5475,7,31,monday,0,night,joypurhat,rajshahi,3.4,10,35,rainy,118781,116787,235568,102,3.83,756,54.6,691,1,0,1,48,5,bodyfound
5476,7,27,sunday,0,morning,joypurhat,rajshahi,6.6,10,36,rainy,118781,116787,235568,102,3.83,756,54.6,691,1,0,1,48,5,bodyfound
5477,8,32,wednesday,0,morning,joypurhat,rajshahi,,10,36,rainy,118781,116787,235568,102,3.83,756,54.6,691,1,0,1,48,5,bodyfound
5478,9,38,thursday,0,morning,dinajpur,rangpur,5.2,9,34,rainy,183772,181331,365103,101,4.08,924,53.9,1273,41,0,4,56,9,bodyfound
5479,4,13,friay,1,morning,dinajpur,rangpur,2.8,10,28,hot,183772,181331,365103,101,4.08,924,53.9,1273,41,0,4,56,9,bodyfound
5480,4,16,thursday,0,morning,dinajpur,rangpur,96.0,7,29,hot,183772,181331,365103,101,4.08,924,53.9,1273,41,0,4,56,9,bodyfound
5481,8,33,friday,1,morning,dinajpur,rangpur,17.1,8,38,rainy,183772,181331,365103,101,4.08,924,53.9,1273,41,0,4,56,9,bodyfound
5482,4,14,unday,0,morning,dinajpur,rangpur,,10,32,hot,183772,181331,365103,101,4.08,924,53.9,1273,41,0,4,56,9,bodyfound
5483,11,48,friday,1,night,dinajpur,rangpur,0.0,10,30,winter,183772,181331,365103,101,4.08,924,53.9,1273,41,0,4,56,9,bodyfound
5484,1,53,saturday,1,noon,dinajpur,rangpur,0.0,10,24,winter,183772,181331,365103,101,4.08,924,53.9,1273,41,0,4,56,9,bodyfound
5485,11,48,tuesday,0,night,dinajpur,rangpur,0.0,10,28,winter,183772,181331,365103,101,4.08,924,53.9,1273,41,0,4,56,9,bodyfound
5486,2,5,thursday,0,morning,dinajpur,rangpur,0.0,10,24,winter,183772,181331,365103,101,4.08,924,53.9,1273,41,0,4,56,9,bodyfound
5487,3,11,tuesday,0,morning,dinajpur,rangpur,0.0,10,28,hot,183772,181331,365103,101,4.08,924,53.9,1273,41,0,4,56,9,bodyfound
5488,8,35,friday,1,morning,naogaon,rajshahi,0.1,10,38,rainy,116527,115373,231900,101,3.93,606,52.5,688,12,0,1,36,5,bodyfound
5489,12,51,saturday,1,night,patuakhali,barisal,0.0,10,25,winter,155395,161067,316462,96,4.6,873,59.5,920,87,2,1,55,20,bodyfound
5490,1,5,tusday,0,morning,patuakhali,barisal,,10,25,,155395,161067,316462,96,4.6,873,,920,87,2,1,55,20,bodyfound
5491,2,6,friday,1,afternoon,mymensingh,mymensingh,0.0,10,24,winter,297844,303922,601766,98,4.43,961,37.7,1067,20,0,2,73,11,bodyfound
5492,5,22,wednesday,0,night,mymensingh,mymensingh,13.8,9,36,hot,297844,303922,601766,98,4.43,961,37.7,1067,20,0,2,73,11,bodyfound
5493,6,24,thursday,0,morning,rangpur,rangpur,6.4,9,36,rainy,153463,159856,313319,96,3.78,1174,44.6,939,0,0,1,51,9,bodyfound
5494,6,23,wednesday,0,evening,thakurgaon,rangpur,4.5,10,42,rainy,122553,120982,243535,101,4.17,688,47.8,557,18,1,1,87,9,bodyfound
5495,10,41,sunday,0,morning,thakurgaon,rangpur,0.0,10,33,rainy,122553,120982,243535,101,4.17,688,47.8,557,18,1,1,87,9,bodyfound
5496,3,11,saturday,1,afternoon,thakurgaon,rangpur,0.0,10,27,hot,122553,120982,243535,101,4.17,688,47.8,557,18,1,1,87,9,bodyfound
5497,2,8,tuesday,0,morning,rangpur,rangpur,,10,24,winter,191781,193718,385499,99,3.78,937,45.4,726,25,1,3,101,13,bodyfound
5498,2,8,monday,0,morning,rangpur,rangpur,0.0,10,23,winter,191781,193718,385499,99,3.78,937,45.4,726,25,1,3,101,13,bodyfound
5499,10,40,thursday,0,morning,rangpur,rangpur,6.0,10,35,rainy,191781,193718,385499,99,3.78,937,45.4,726,25,1,3,101,13,bodyfound
5500,2,8,monday,0,morning,rangpur,rangpur,0.0,10,23,winter,191781,193718,385499,99,3.78,937,45.4,726,25,1,3,101,13,bodyfound
5501,11,45,tuesday,0,,rangpur,rangpur,,10,28,,191781,193718,385499,99,3.78,937,,726,25,1,3,101,13,bodyfound
5502,12,49,sunday,0,morning,pirojpur,barisal,0.0,10,25,winter,80704,82766,163470,98,4.25,980,70.3,716,39,1,1,35,2,bodyfound
5503,7,30,monday,0,,pirojpur,barisal,,7,36,,80704,82766,163470,98,4.25,980,,716,39,1,1,35,2,bodyfound
5504,7,27,tuesday,0,noon,pirojpur,barisal,30.9,8,34,rainy,80704,82766,163470,98,4.25,980,70.3,716,39,1,1,35,2,bodyfound
5505,3,12,thursday,0,night,pirojpur,barisal,0.1,10,33,hot,80704,82766,163470,98,4.25,980,70.3,716,39,1,1,35,2,bodyfound
5506,12,51,thursday,0,morning,pirojpur,barisal,0.0,10,24,winter,80704,82766,163470,98,4.25,980,70.3,716,39,1,1,35,2,bodyfound
5507,1,4,saturday,1,night,pirojpur,barisal,0.0,10,25,winter,80704,82766,163470,98,4.25,980,70.3,716,39,1,1,35,2,bodyfound
5508,7,30,friday,1,morning,pirojpur,barisal,15.8,9,35,rainy,80704,82766,163470,98,4.25,980,70.3,716,39,1,1,35,2,bodyfound
5509,7,29,sunday,0,morning,naogaon,rajshahi,0.6,9,37,rainy,66377,65718,132095,101,4.24,522,47.8,309,0,1,1,26,3,bodyfound
5510,1,4,saturday,1,noon,naogaon,rajshahi,0.0,10,20,winter,66377,65718,132095,101,4.24,522,47.8,309,0,1,1,26,3,bodyfound
5511,7,27,tuesday,0,morning,rajshahi,rajshahi,15.4,8,37,rainy,105071,102419,207490,103,3.92,1077,49.6,502,1,0,2,46,13,bodyfound
5512,1,3,monday,0,night,jhalakathi,barisal,0.0,10,24,winter,71154,77340,148494,92,4.37,902,63.9,1092,12,0,1,54,5,bodyfound
5513,8,31,saturday,1,morning,jhalakathi,barisal,58.6,7,30,rainy,71154,77340,148494,92,4.37,902,63.9,1092,12,0,1,54,5,bodyfound
5514,4,17,sunday,0,,jhalakathi,barisal,,10,35,,71154,77340,148494,92,4.37,902,,1092,12,0,1,54,5,bodyfound
5515,4,14,sunday,0,morning,jhalakathi,barisal,3.1,10,34,hot,71154,77340,148494,92,4.37,902,63.9,1092,12,0,1,54,5,bodyfound
5516,12,51,fridsay,1,morning,rajbari,dhaka,0.0,10,19,winter,162483,169148,331631,96,4.34,1029,57.7,861,48,1,2,38,1,bodyfound
5517,8,31,thursdny,0,morning,rajbari,dhaka,20.4,8,34,rainy,162483,169148,331631,96,4.34,1029,57.7,861,48,1,2,38,1,bodyfound
5518,1,4,wednesday,0,morning,madaripur,dhaka,0.0,10,27,winter,11320,11551,22871,98,4.68,998,48.2,697,0,0,2,23,4,bodyfound
5519,1,4,friday,1,morning,lakshmipur,chattogram,,10,25,,130422,155264,285686,84,4.79,1687,,637,2,1,1,31,2,bodyfound
5520,10,41,friday,1,evening,coxsbazar,chattogram,20.9,8,29,rainy,135000,131640,266640,103,5.5,681,36.6,297,12,0,2,16,1,bodyfound
5521,10,43,friday,1,morning,rangamati,chattogram,,10,29,rainy,66212,58516,124728,113,4.53,228,64.5,61,15,3,5,13,0,bodyfound
5522,1,3,thursday,0,morning,rangamati,chattogram,0.0,10,21,winter,66212,58516,124728,113,4.53,228,64.5,61,15,3,5,13,0,bodyfound
5523,6,22,saturday,1,noon,rangamati,chattogram,4.7,9,35,rainy,66212,58516,124728,113,4.53,228,64.5,61,15,3,5,13,0,bodyfound
5524,6,22,saturday,1,noon,rangamati,chattogram,4.7,9,35,rainy,66212,58516,124728,113,4.53,228,64.5,61,15,3,5,13,0,bodyfound
5525,6,22,saturday,1,noon,rangamati,chattogram,4.7,9,35,rainy,66212,58516,124728,113,4.53,228,64.5,61,15,3,5,13,0,bodyfound
5526,6,22,saturday,1,noon,rangamati,chattogram,4.7,9,35,rainy,66212,58516,124728,113,4.53,228,64.5,61,15,3,5,13,0,bodyfound
5527,1,1,monday,0,morning,rangpur,rangpur,,10,23,winter,366144,352060,718204,104,4.2,1998,61.0,1228,130,2,1,106,11,bodyfound
5528,12,49,wednesday,0,night,rangpur,rangpur,0.0,10,24,winter,366144,352060,718204,104,4.2,1998,61.0,1228,130,2,1,106,11,bodyfound
5529,3,11,tuesday,0,morning,rangpur,rangpur,0.0,10,27,hot,366144,352060,718204,104,4.2,1998,61.0,1228,130,2,1,106,11,bodyfound
5530,9,37,saturday,1,morning,rangpur,rangpur,41.5,6,35,rainy,366144,352060,718204,104,4.2,1998,61.0,1228,130,2,1,106,11,bodyfound
5531,1,1,wednesday,0,morning,rangpur,rangpur,0.0,10,23,winter,366144,352060,718204,104,4.2,1998,61.0,1228,130,2,1,106,11,bodyfound
5532,7,29,tuesday,0,noon,rangpur,rangpur,0.5,10,37,rainy,366144,352060,718204,104,4.2,1998,61.0,1228,130,2,1,106,11,bodyfound
5533,10,41,sunday,0,morning,rangpur,rangpur,0.0,10,32,rainy,366144,352060,718204,104,4.2,1998,61.0,1228,130,2,1,106,11,bodyfound
5534,11,44,thursday,0,night,rangpur,rangpur,0.0,10,29,winter,366144,352060,718204,104,4.2,1998,61.0,1228,130,2,1,106,11,bodyfound
5535,7,29,thursday,0,morning,rangpur,rangpur,0.0,10,41,rainy,366144,352060,718204,104,4.2,1998,61.0,1228,130,2,1,106,11,bodyfound
5536,5,21,sunday,0,afternoon,thakurgaon,rangpur,14.7,8,37,hot,112195,110089,222284,102,4.35,773,46.6,698,0,0,1,60,8,bodyfound
5537,9,37,tuesdaey,0,morning,thakurgaon,rangpur,9.4,10,35,rainy,112195,110089,222284,102,4.35,773,46.6,698,0,0,1,60,8,bodyfound
5538,12,1,monbday,0,night,thakurgaon,rangpur,0.0,10,18,winter,112195,110089,222284,102,4.35,773,46.6,698,0,0,1,60,8,bodyfound
5539,7,28,sunday,0,morning,thakurgaon,rangpur,38.0,7,38,rainy,112195,110089,222284,102,4.35,773,46.6,698,0,0,1,60,8,bodyfound
5540,9,35,sunday,0,morning,thakurgaon,rangpur,0.2,10,37,rainy,112195,110089,222284,102,4.35,773,46.6,698,0,0,1,60,8,bodyfound
5541,9,36,monday,0,afternoon,bandarban,chattogram,11.4,9,34,rainy,15469,13629,29038,114,4.83,59,28.9,153,2,0,4,2,0,bodyfound
5542,4,15,monday,0,morning,bandarban,chattogram,0.0,10,34,hot,15469,13629,29038,114,4.83,59,28.9,153,2,0,4,2,0,bodyfound
5543,9,37,saturday,1,morning,bandarban,chattogram,,9,35,,15469,13629,29038,114,4.83,59,,153,2,0,4,2,0,bodyfound
5544,10,40,snturday,1,evening,narayanganj,dhaka,3.0,10,35,rainy,278951,255917,534868,109,4.36,3031,54.8,825,5,8,4,30,5,bodyfound
5545,10,41,thursday,0,morning,narayanganj,dhaka,0.1,10,33,rainy,278951,255917,534868,109,4.36,3031,54.8,825,5,8,4,30,5,bodyfound
5546,9,36,thursday,0,night,narayanganj,dhaka,4.5,10,36,rainy,278951,255917,534868,109,4.36,3031,54.8,825,5,8,4,30,5,bodyfound
5547,4,14,thursday,0,evening,narayanganj,dhaka,0.3,10,33,hot,278951,255917,534868,109,4.36,3031,54.8,825,5,8,4,30,5,bodyfound
5548,9,38,wxdnesday,0,morning,khulna,khulna,0.0,10,37,rainy,90207,89312,179519,101,4.27,1494,58.2,302,105,1,10,19,6,bodyfound
5549,11,48,saturday,1,morning,khulna,khulna,0.0,10,27,winter,90207,89312,179519,101,4.27,1494,58.2,302,105,1,10,19,6,bodyfound
5550,2,6,sunday,0,morning,khulna,khulna,,10,25,,90207,89312,179519,101,4.27,1494,,302,105,1,10,19,6,bodyfound
5551,11,46,tuesday,0,morning,khulna,khulna,0.0,10,27,winter,90207,89312,179519,101,4.27,1494,58.2,-84,105,1,10,19,6,bodyfound
5552,11,48,saturday,1,morning,khulna,khulna,0.0,10,27,winter,90207,89312,179519,101,4.27,1494,58.2,302,105,1,10,19,6,bodyfound
5553,10,42,saturday,1,night,faridpur,dhaka,0.0,10,33,rainy,89664,96590,186254,93,4.57,713,43.2,663,27,1,1,24,1,bodyfound
5554,10,42,saturday,1,night,faridpur,dhaka,0.0,10,33,rainy,89664,96590,186254,93,4.57,713,43.2,663,27,1,1,24,1,bodyfound
5555,10,42,satrday,1,night,faridpur,dhaka,0.0,10,33,rainy,89664,96590,186254,93,4.57,713,43.2,663,27,1,1,24,1,bodyfound
5556,10,42,friday,1,morning,gaibandha,rangpur,0.0,10,30,rainy,140781,146645,287426,96,3.82,1249,44.1,699,15,0,2,48,9,bodyfound
5557,1,2,santurday,1,morning,gaibandha,rangpur,0.0,10,21,winter,140781,146645,287426,96,3.82,1249,44.1,699,15,0,2,48,9,bodyfound
5558,1,2,saturday,1,morning,gaibandha,rangpur,0.0,10,21,winter,140781,146645,287426,96,3.82,1249,44.1,699,15,0,2,48,9,bodyfound
5559,8,32,tuesday,0,morning,gaibandha,rangpur,5.2,10,36,rainy,140781,146645,287426,96,3.82,1249,44.1,699,15,0,2,48,9,bodyfound
5560,1,2,saturday,1,morning,gaibandha,rangpur,0.0,10,21,winter,140781,146645,287426,96,3.82,1249,44.1,699,15,0,2,48,9,bodyfound
5561,1,2,saturday,1,morning,gaibandha,rangpur,0.0,10,21,winter,140781,146645,287426,96,3.82,1249,44.1,699,15,0,2,48,9,bodyfound
5562,8,35,wednesday,0,morning,gaibandha,rangpur,25.2,9,37,rainy,130330,137189,267519,95,3.88,1159,40.6,533,7,0,2,43,5,bodyfound
5563,5,19,snnday,0,morning,tangail,dhaka,2.4,10,36,hot,132301,145384,277685,91,3.9,638,41.1,516,8,0,1,48,6,bodyfound
5564,5,19,wednesday,0,morning,tangail,dhaka,,10,38,hot,132301,145384,277685,91,3.9,638,41.1,516,8,0,1,48,6,bodyfound
5565,7,30,monday,0,morning,faridpur,dhaka,12.2,9,36,rainy,83098,84348,167446,99,4.69,899,38.6,752,31,0,1,14,2,bodyfound
5566,9,37,monday,0,morning,faridpur,dhaka,0.4,10,35,rainy,83098,84348,167446,99,4.69,899,38.6,752,31,0,1,14,2,bodyfound
5567,9,38,tuesday,0,morning,faridpur,dhaka,0.0,10,39,rainy,83098,84348,167446,99,4.69,899,38.6,752,31,0,1,14,2,bodyfound
5568,9,39,wednesday,0,morning,pabna,rajshahi,,9,35,rainy,191097,189204,380301,101,4.27,1147,43.9,622,0,0,3,30,6,bodyfound
5569,7,27,sunday,0,morning,pabna,rajshahi,8.9,10,36,rainy,191097,189204,380301,101,4.27,1147,43.9,622,0,0,3,30,6,bodyfound
5570,3,12,firday,1,noon,pabna,rajshahi,0.0,10,31,hot,191097,189204,380301,101,4.27,1147,43.9,622,0,0,3,30,6,bodyfound
5571,3,12,wednesday,0,evening,pabna,rajshahi,0.0,10,31,hot,191097,189204,380301,101,4.27,1147,43.9,622,0,0,3,30,6,bodyfound
